league,season,game,team,player,jersey_number,nation,pos,age,min,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,cmp%,prgp,carries,prgc,succ,league_misc,season_misc,jersey_number_misc,nation_misc,pos_misc,age_misc,min_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int_misc,tklw,pkwon,pkcon,og,recov,won,lost,won%,date
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Marcos Llorente,14,ESP,"CB,CM",30-237,90,0,1,0,0,1,1,1,0,109,0,0,3,0.1,0.1,0.8,7,1,87,98,88.8,7,76,5,2,ESP-La Liga,2526,14,ESP,"CB,CM",30-237,90,1,0,0,1,1,0,4,0,0,0,0,0,6,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Matteo Ruggeri,3,ITA,LB,23-075,12,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.1,1,0,11,12,91.7,2,10,1,0,ESP-La Liga,2526,3,ITA,LB,23-075,12,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Nahuel Molina,16,ARG,RB,27-171,55,0,0,0,0,0,0,0,0,38,1,1,1,0.0,0.0,0.6,5,1,30,33,90.9,4,30,2,0,ESP-La Liga,2526,16,ARG,RB,27-171,55,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Nicolás González,23,ARG,"CM,LB",27-171,35,0,0,0,0,4,1,0,0,28,1,0,0,0.3,0.3,0.6,5,0,16,20,80.0,3,14,1,1,ESP-La Liga,2526,23,ARG,"CM,LB",27-171,35,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Pablo Barrios,8,ESP,CM,22-101,90,0,0,0,0,0,0,0,0,55,0,2,1,0.0,0.0,0.0,1,0,42,50,84.0,6,44,1,2,ESP-La Liga,2526,8,ESP,CM,22-101,90,0,0,0,1,1,0,0,2,0,0,0,0,8,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Ath Madrid,Robin Le Normand,24,ESP,CB,28-317,90,0,0,0,0,1,0,1,0,58,0,0,1,0.0,0.0,0.0,0,0,50,53,94.3,3,48,0,0,ESP-La Liga,2526,24,ESP,CB,28-317,90,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Alexandre Alemão,9,BRA,FW,27-176,65,0,0,0,0,1,0,0,0,22,0,0,0,0.6,0.6,0.0,0,0,4,11,36.4,0,8,0,0,ESP-La Liga,2526,9,BRA,FW,27-176,65,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Alfonso Espino,22,URU,LB,33-262,25,0,0,0,0,0,0,0,0,16,0,1,1,0.0,0.0,0.0,0,0,11,13,84.6,2,6,0,1,ESP-La Liga,2526,22,URU,LB,33-262,25,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Andrei Ratiu,2,ROU,RM,27-096,90,0,0,0,0,0,0,1,0,37,1,1,1,0.0,0.0,0.0,0,0,21,26,80.8,5,11,2,0,ESP-La Liga,2526,2,ROU,RM,27-096,90,1,0,0,2,0,1,1,1,0,0,0,0,3,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Augusto Batalla,13,ARG,GK,29-147,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,16,33,48.5,0,18,0,0,ESP-La Liga,2526,13,ARG,GK,29-147,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Florian Lejeune,24,FRA,CB,34-127,90,0,0,0,0,1,0,0,0,47,3,0,0,0.0,0.0,0.0,0,0,34,37,91.9,2,19,0,0,ESP-La Liga,2526,24,FRA,CB,34-127,90,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Francisco Perez,21,ESP,LM,23-015,65,0,0,0,0,0,0,0,0,23,1,0,2,0.0,0.0,0.6,1,0,12,15,80.0,0,9,1,1,ESP-La Liga,2526,21,ESP,LM,23-015,65,0,0,0,0,1,1,1,0,1,0,0,0,6,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Gerard Gumbau,15,ESP,FW,30-280,6,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,ESP-La Liga,2526,15,ESP,FW,30-280,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Isaac Palazón Camacho,7,ESP,FW,30-271,84,0,1,0,0,2,1,0,0,44,0,0,2,0.3,0.3,0.6,2,1,24,35,68.6,3,18,0,1,ESP-La Liga,2526,7,ESP,FW,30-271,84,0,0,0,1,2,0,7,0,0,0,0,0,3,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Iván Balliu,20,ALB,RB,33-266,90,0,0,0,0,1,0,1,0,64,2,1,2,0.0,0.0,0.0,2,0,48,55,87.3,11,29,1,1,ESP-La Liga,2526,20,ALB,RB,33-266,90,1,0,0,1,1,0,1,1,2,0,0,0,1,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Jozhua Vertrouwd,33,NED,CB,21-034,90,0,0,0,0,0,0,0,0,53,0,1,2,0.0,0.0,0.0,0,0,41,44,93.2,1,26,0,0,ESP-La Liga,2526,33,NED,CB,21-034,90,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Pathé Ciss,6,SEN,CM,31-192,25,0,0,0,0,0,0,1,0,20,1,0,0,0.0,0.0,0.0,0,0,15,19,78.9,3,9,1,2,ESP-La Liga,2526,6,SEN,CM,31-192,25,1,0,0,1,0,0,0,0,1,0,0,0,3,1,1,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Pedro Díaz,4,ESP,CM,27-111,12,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,0,0,ESP-La Liga,2526,4,ESP,CM,27-111,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Pep Chavarría,3,ESP,"LB,LM",27-167,90,1,0,0,0,2,1,1,0,66,6,2,3,0.0,0.0,0.0,1,0,31,45,68.9,3,29,1,1,ESP-La Liga,2526,3,ESP,"LB,LM",27-167,90,1,0,0,1,0,0,2,2,2,0,0,0,3,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Unai López,17,ESP,CM,29-329,78,0,1,0,0,0,0,0,0,46,2,0,1,0.0,0.0,0.0,5,1,36,41,87.8,2,13,0,0,ESP-La Liga,2526,17,ESP,CM,29-329,78,0,0,0,1,0,0,2,0,1,0,0,0,5,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Álvaro García,18,ESP,FW,32-332,25,1,0,0,0,1,1,0,0,13,0,0,0,0.6,0.6,0.0,1,1,8,12,66.7,1,3,0,1,ESP-La Liga,2526,18,ESP,FW,32-332,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Atlético Madrid-Rayo Vallecano,Rayo Vallecano,Óscar Valentín,23,ESP,CM,31-035,65,0,0,0,0,1,0,0,0,31,4,1,1,0.0,0.0,0.0,1,1,17,20,85.0,1,10,0,0,ESP-La Liga,2526,23,ESP,CM,31-035,65,0,0,0,1,1,0,0,1,3,0,0,0,3,2,1,66.7,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Abde Rebbach,21,ALG,LM,27-044,90,0,0,0,0,1,1,1,0,37,1,0,1,0.2,0.2,0.1,4,0,15,24,62.5,1,20,2,2,ESP-La Liga,2526,21,ALG,LM,27-044,90,1,0,0,7,2,0,7,0,1,0,0,0,1,1,2,33.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Ander Guevara,6,ESP,CM,28-079,90,1,0,0,0,1,1,0,0,66,0,3,2,0.1,0.1,0.0,1,0,35,53,66.0,1,25,0,1,ESP-La Liga,2526,6,ESP,CM,28-079,90,0,0,0,1,0,0,0,3,0,0,0,0,4,2,3,40.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Antonio Sivera,1,ESP,GK,29-044,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,20,30,66.7,0,13,0,0,ESP-La Liga,2526,1,ESP,GK,29-044,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Calebe,20,BRA,RM,25-147,45,0,0,0,0,0,0,1,0,25,2,0,0,0.0,0.0,0.0,1,0,16,18,88.9,2,16,0,1,ESP-La Liga,2526,20,BRA,RM,25-147,45,1,0,0,1,1,0,0,0,2,0,0,0,4,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Carles Aleñá,10,ESP,FW,27-262,13,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,1,5,0,0,ESP-La Liga,2526,10,ESP,FW,27-262,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Carlos Vicente,7,ESP,RM,26-154,45,0,0,0,0,1,0,0,0,23,1,1,1,0.0,0.0,0.1,2,0,12,19,63.2,2,10,0,0,ESP-La Liga,2526,7,ESP,RM,26-154,45,0,0,0,0,3,0,5,1,0,0,0,0,1,1,1,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Denis Suárez,4,ESP,CM,31-261,13,0,0,0,0,0,0,0,0,13,1,1,0,0.0,0.0,0.0,0,0,5,8,62.5,0,3,0,0,ESP-La Liga,2526,4,ESP,CM,31-261,13,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Facundo Garcés,2,MAS,CB,26-019,90,0,0,0,0,0,0,1,0,48,1,0,3,0.0,0.0,0.0,0,0,25,34,73.5,0,21,0,0,ESP-La Liga,2526,2,MAS,CB,26-019,90,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,33.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Jon Pacheco,5,ESP,CB,24-259,90,0,0,0,0,0,0,0,0,51,2,0,0,0.0,0.0,0.0,0,0,33,41,80.5,0,25,0,0,ESP-La Liga,2526,5,ESP,CB,24-259,90,0,0,0,1,0,0,0,0,1,0,0,0,4,5,1,83.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Jonny Castro,17,ESP,RB,31-205,90,0,0,0,0,0,0,0,0,68,2,1,1,0.0,0.0,0.0,3,0,48,62,77.4,4,37,0,0,ESP-La Liga,2526,17,ESP,RB,31-205,90,0,0,0,0,1,0,0,1,2,0,0,0,5,2,2,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Lucas Boyé,15,ARG,FW,29-208,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,4,0,0,ESP-La Liga,2526,15,ARG,FW,29-208,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Mariano,9,DOM,FW,32-054,77,0,0,0,0,2,1,0,0,22,3,0,0,0.0,0.0,0.2,1,0,6,11,54.5,1,7,2,0,ESP-La Liga,2526,9,DOM,FW,32-054,77,0,0,0,2,0,5,1,0,1,0,0,0,3,3,2,60.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Pablo Ibáñez,19,ESP,CM,27-004,77,0,0,0,0,1,0,0,0,40,0,0,1,0.0,0.0,0.0,2,0,22,27,81.5,1,24,2,4,ESP-La Liga,2526,19,ESP,CM,27-004,77,0,0,0,2,3,0,0,0,0,0,0,0,5,2,2,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Toni Martínez,11,ESP,FW,28-086,77,0,1,0,0,3,1,0,0,29,1,1,0,0.1,0.1,0.1,1,1,8,16,50.0,1,17,1,1,ESP-La Liga,2526,11,ESP,FW,28-086,77,0,0,0,1,1,1,0,1,1,0,0,0,2,5,4,55.6,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Victor Parada,24,ESP,LB,23-173,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,0,ESP-La Liga,2526,24,ESP,LB,23-173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Alavés,Youssef Lekhedim,3,ESP,LB,19-352,87,0,0,0,0,1,0,0,0,50,1,2,1,0.0,0.0,0.0,0,0,28,41,68.3,3,16,1,1,ESP-La Liga,2526,3,ESP,LB,19-352,87,0,0,0,2,0,0,1,2,1,0,0,0,5,4,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Abdel Abqar,3,MAR,CB,26-198,90,0,0,0,0,1,0,1,0,46,6,1,1,0.0,0.0,0.0,0,0,20,26,76.9,0,8,0,1,ESP-La Liga,2526,3,MAR,CB,26-198,90,1,0,0,1,4,0,0,1,5,0,0,0,3,5,1,83.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Abu Kamara,11,ENG,LW,22-065,45,0,0,0,0,0,0,0,0,17,2,0,1,0.0,0.0,0.0,0,0,4,11,36.4,0,6,1,0,ESP-La Liga,2526,11,ENG,LW,22-065,45,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Borja Mayoral,9,ESP,FW,28-172,82,0,1,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.1,2,0,8,15,53.3,1,8,0,0,ESP-La Liga,2526,9,ESP,FW,28-172,82,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Coba da Costa,20,ESP,FW,23-060,8,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,2,0,2,4,50.0,1,3,0,1,ESP-La Liga,2526,20,ESP,FW,23-060,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,David Soria,13,ESP,GK,32-173,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,12,25,48.0,0,11,0,0,ESP-La Liga,2526,13,ESP,GK,32-173,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Davinchi,26,ESP,LB,17-343,12,0,0,0,0,0,0,1,0,11,0,1,1,0.0,0.0,0.0,0,0,6,7,85.7,1,1,0,0,ESP-La Liga,2526,26,ESP,LB,17-343,12,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Diego Rico,16,ESP,LB,32-213,78,0,0,0,0,1,0,0,0,52,1,1,1,0.0,0.0,0.0,0,0,27,41,65.9,7,21,1,1,ESP-La Liga,2526,16,ESP,LB,32-213,78,0,0,0,4,1,0,3,1,1,0,0,0,2,2,2,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Djené,2,TOG,CB,33-267,90,0,0,0,0,0,0,0,0,44,1,3,0,0.0,0.0,0.0,0,0,21,33,63.6,1,15,1,1,ESP-La Liga,2526,2,TOG,CB,33-267,90,0,0,0,1,2,0,0,3,1,0,0,0,2,2,3,40.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Iglesias,21,ESP,RB,27-083,90,0,0,0,0,1,0,0,0,56,4,0,2,0.0,0.0,0.0,2,0,29,43,67.4,7,21,0,0,ESP-La Liga,2526,21,ESP,RB,27-083,90,0,0,0,2,4,0,1,0,3,0,0,0,4,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Javier Muñoz,14,ESP,CM,30-208,30,0,0,0,0,0,0,0,0,9,2,1,0,0.0,0.0,0.0,0,0,2,5,40.0,0,1,0,0,ESP-La Liga,2526,14,ESP,CM,30-208,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Kiko Femenía,17,ESP,RW,34-234,90,0,0,0,0,0,0,0,0,44,0,2,3,0.0,0.0,0.0,1,0,25,31,80.6,1,20,2,0,ESP-La Liga,2526,17,ESP,RW,34-234,90,0,0,0,0,2,1,2,2,0,0,0,0,4,1,6,14.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Luis Milla,5,ESP,CM,30-352,90,0,0,0,0,1,0,0,0,61,2,0,1,0.0,0.0,0.1,5,1,44,56,78.6,5,22,2,0,ESP-La Liga,2526,5,ESP,CM,30-352,90,0,0,0,1,0,0,3,0,0,0,0,0,5,1,2,33.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Mario Martín,6,ESP,CM,21-203,60,0,0,0,0,0,0,0,0,28,3,1,0,0.0,0.0,0.0,0,0,15,17,88.2,2,7,1,0,ESP-La Liga,2526,6,ESP,CM,21-203,60,0,0,0,1,0,0,0,1,2,0,0,0,0,3,7,30.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Mauro Arambarri,8,URU,CM,29-359,90,1,0,0,0,2,1,0,0,32,3,0,1,0.1,0.1,0.0,0,0,13,19,68.4,2,15,0,2,ESP-La Liga,2526,8,URU,CM,29-359,90,0,0,0,1,4,0,1,0,3,0,0,0,8,1,1,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Getafe-Alavés,Getafe,Álex Sancris,18,ESP,LW,28-249,45,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,6,11,54.5,0,11,0,0,ESP-La Liga,2526,18,ESP,LW,28-249,45,0,0,0,2,0,2,1,0,0,0,0,0,2,1,3,25.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Antonio Raillo,21,ESP,CB,33-351,90,0,0,0,0,0,0,0,0,58,1,2,3,0.0,0.0,0.0,0,0,37,42,88.1,1,27,0,0,ESP-La Liga,2526,21,ESP,CB,33-351,90,0,0,0,0,1,0,1,2,1,0,0,0,5,3,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Antonio Sánchez,6,ESP,CM,28-266,62,0,0,0,0,1,1,1,0,19,0,0,1,0.0,0.0,0.0,2,0,9,13,69.2,3,9,0,1,ESP-La Liga,2526,6,ESP,CM,28-266,62,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,David López,27,ESP,CB,22-233,61,0,0,0,0,0,0,0,0,29,0,1,1,0.0,0.0,0.0,0,0,16,19,84.2,1,12,0,0,ESP-La Liga,2526,27,ESP,CB,22-233,61,0,0,0,1,1,0,0,1,0,0,0,0,4,0,2,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Johan Mojica,22,COL,LB,33-034,12,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,1,0,9,12,75.0,4,7,0,0,ESP-La Liga,2526,22,COL,LB,33-034,12,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Leo Román,1,ESP,GK,25-080,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,19,32,59.4,0,14,0,0,ESP-La Liga,2526,1,ESP,GK,25-080,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Marc Domenech,30,ESP,"RM,CB",19-266,29,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,3,1,1,ESP-La Liga,2526,30,ESP,"RM,CB",19-266,29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Martin Valjent,24,SVK,CB,29-287,90,0,0,0,0,0,0,0,0,57,1,0,2,0.0,0.0,0.0,0,0,33,46,71.7,3,27,1,0,ESP-La Liga,2526,24,SVK,CB,29-287,90,0,0,0,2,0,0,0,0,1,0,0,0,2,1,2,33.3,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Mateo Joseph,18,ESP,FW,21-340,90,0,0,0,0,2,1,0,0,24,1,0,0,0.5,0.5,0.0,1,0,8,11,72.7,2,14,2,1,ESP-La Liga,2526,18,ESP,FW,21-340,90,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Mateu Morey,2,ESP,RB,25-206,12,0,0,0,0,0,0,0,0,11,2,1,0,0.0,0.0,0.0,0,0,7,10,70.0,0,6,0,2,ESP-La Liga,2526,2,ESP,RB,25-206,12,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Omar Mascarell,5,EQG,CM,32-234,43,0,0,0,0,0,0,0,0,17,1,1,0,0.0,0.0,0.0,0,0,9,10,90.0,1,9,0,0,ESP-La Liga,2526,5,EQG,CM,32-234,43,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Pablo Maffeo,23,ESP,RB,28-074,78,0,0,0,0,0,0,1,0,47,4,1,1,0.0,0.0,0.1,2,0,20,30,66.7,3,19,0,0,ESP-La Liga,2526,23,ESP,RB,28-074,78,1,0,0,1,2,0,3,1,1,0,0,0,2,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Pablo Torre,20,ESP,"CM,LM",22-174,90,0,0,0,0,0,0,0,0,46,1,0,4,0.0,0.0,0.5,3,0,20,29,69.0,2,18,1,0,ESP-La Liga,2526,20,ESP,"CM,LM",22-174,90,0,0,0,4,4,0,3,0,1,0,0,0,3,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Samu Costa,12,POR,CM,24-301,47,0,0,0,0,2,1,0,0,42,1,0,0,0.1,0.1,0.0,1,0,21,27,77.8,2,21,1,0,ESP-La Liga,2526,12,POR,CM,24-301,47,0,0,0,1,1,0,0,0,0,0,0,0,7,1,1,50.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Sergi Darder,10,ESP,CM,31-276,28,0,0,0,0,1,0,0,0,17,2,0,0,0.0,0.0,0.0,1,0,9,12,75.0,1,12,1,0,ESP-La Liga,2526,10,ESP,CM,31-276,28,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Toni Lato,3,ESP,LB,27-307,78,0,0,0,0,0,0,0,0,38,1,1,4,0.0,0.0,0.0,1,0,22,29,75.9,1,15,0,1,ESP-La Liga,2526,3,ESP,LB,27-307,78,0,0,0,0,0,0,2,1,1,0,0,0,4,0,2,0.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Mallorca,Vedat Muriqi,7,KVX,FW,31-153,90,0,0,0,0,1,0,0,0,36,0,0,1,0.0,0.0,0.1,0,0,9,20,45.0,1,18,0,0,ESP-La Liga,2526,7,KVX,FW,31-153,90,0,0,0,1,1,0,0,0,0,0,0,0,0,8,4,66.7,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Real Sociedad,Aihen Muñoz,3,ESP,LB,28-039,17,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,2,0,0,ESP-La Liga,2526,3,ESP,LB,28-039,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Real Sociedad,Ander Barrenetxea,7,ESP,LW,23-271,84,0,1,0,0,3,1,0,0,71,0,0,1,0.6,0.6,1.2,8,1,42,57,73.7,4,39,5,4,ESP-La Liga,2526,7,ESP,LW,23-271,84,0,0,0,2,1,0,11,0,0,0,0,0,8,1,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Real Sociedad,Beñat Turrientes,8,ESP,LM,23-236,27,0,0,0,0,1,0,1,0,20,3,0,0,0.0,0.0,0.0,1,0,8,11,72.7,2,8,0,0,ESP-La Liga,2526,8,ESP,LM,23-236,27,1,0,0,2,1,0,0,0,1,0,0,0,1,2,0,100.0,2025-09-24
ESP-La Liga,2526,2025-09-24 Real Sociedad-Mallorca,Real Sociedad,Brais Méndez,23,ESP,RM,28-260,74,0,0,0,0,0,0,1,0,63,0,0,2,0.0,0.0,0.1,4,0,39,56,69.6,9,31,1,1,ESP-La Liga,2526,23,ESP,RM,28-260,74,1,0,0,3,1,0,5,0,0,0,0,0,5,1,0,100.0,2025-09-24
