league,season,game,team,player,jersey_number,nation,pos,age,min,gls,ast,pk,pkatt,sh,sot,crdy,crdr,touches,tkl,int,blocks,xg,npxg,xag,sca,gca,cmp,att,cmp%,prgp,carries,prgc,succ,league_misc,season_misc,jersey_number_misc,nation_misc,pos_misc,age_misc,min_misc,crdy_misc,crdr_misc,2crdy,fls,fld,off,crs,int_misc,tklw,pkwon,pkcon,og,recov,won,lost,won%,date
ESP-La Liga,2526,2025-11-29 Mallorca-Osasuna,Osasuna,Víctor Muñoz,21,ESP,"RW,LW",22-139,75,0,0,0,0,1,0,0,0,31,2,0,0,0.1,0.1,0.1,1,0,10,21,47.6,1,19,4,0,ESP-La Liga,2526,21,ESP,"RW,LW",22-139,75,0,0,0,0,1,0,6,0,2,0,0,0,2,0,1,0.0,2025-11-29
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Borja Iglesias,7,ESP,FW,32-317,78,0,0,0,0,1,0,0,0,26,0,0,1,0.0,0.0,0.0,4,0,18,20,90.0,4,16,1,1,ESP-La Liga,2526,7,ESP,FW,32-317,78,0,0,0,0,4,1,0,0,0,0,0,0,3,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Bryan Zaragoza,15,ESP,"LW,LM",24-082,90,0,0,0,0,1,0,0,0,41,0,1,1,0.1,0.1,0.3,2,0,12,28,42.9,1,25,6,2,ESP-La Liga,2526,15,ESP,"LW,LM",24-082,90,0,0,0,0,1,0,11,1,0,0,0,0,1,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Carl Starfelt,2,SWE,CB,30-182,90,0,0,0,0,1,0,0,0,101,2,2,0,0.2,0.2,0.0,1,0,81,87,93.1,2,69,0,0,ESP-La Liga,2526,2,SWE,CB,30-182,90,0,0,0,2,0,0,0,2,2,0,0,0,4,4,1,80.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Ferran Jutglà,9,ESP,FW,26-302,4,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,ESP-La Liga,2526,9,ESP,FW,26-302,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Fran Beltrán,8,ESP,CM,26-300,78,0,0,0,0,0,0,0,0,53,1,1,0,0.0,0.0,0.0,0,0,41,47,87.2,6,32,2,0,ESP-La Liga,2526,8,ESP,CM,26-300,78,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Iago Aspas,10,ESP,RW,38-121,69,0,0,0,0,1,1,0,0,40,0,0,1,0.0,0.0,0.0,1,0,19,31,61.3,3,29,1,0,ESP-La Liga,2526,10,ESP,RW,38-121,69,0,0,0,0,1,0,3,0,0,0,0,0,5,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Ilaix Moriba,6,GUI,"DM,RM",22-315,21,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,8,9,88.9,2,7,1,0,ESP-La Liga,2526,6,GUI,"DM,RM",22-315,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Ionuț Radu,13,ROU,GK,28-186,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,19,23,82.6,0,13,0,0,ESP-La Liga,2526,13,ROU,GK,28-186,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Javi Rodríguez,32,ESP,"CB,RB",22-157,90,0,0,0,0,1,1,0,0,84,1,3,1,0.0,0.0,0.0,3,0,66,72,91.7,8,50,2,0,ESP-La Liga,2526,32,ESP,"CB,RB",22-157,90,0,0,0,1,0,0,0,3,0,0,0,0,3,2,2,50.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Javier Rueda Garcia,17,ESP,RM,23-206,69,0,0,0,0,1,1,0,0,33,0,0,2,0.0,0.0,0.0,0,0,20,28,71.4,0,18,0,0,ESP-La Liga,2526,17,ESP,RM,23-206,69,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Jones El-Abdellaoui,39,MAR,"RW,RM",19-322,21,0,0,0,0,0,0,0,0,10,1,1,0,0.0,0.0,0.0,2,0,3,5,60.0,0,7,2,1,ESP-La Liga,2526,39,MAR,"RW,RM",19-322,21,0,0,0,0,1,0,2,1,0,0,0,0,1,0,2,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Marcos Alonso,20,ESP,CB,34-337,90,0,0,0,0,2,0,0,0,126,0,1,0,0.1,0.1,0.0,1,0,104,115,90.4,14,96,3,0,ESP-La Liga,2526,20,ESP,CB,34-337,90,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,50.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Miguel Román,16,ESP,"CM,LM,DM",22-339,86,0,0,0,0,1,0,0,0,42,1,0,0,0.0,0.0,0.1,2,0,33,38,86.8,3,20,1,0,ESP-La Liga,2526,16,ESP,"CM,LM,DM",22-339,86,0,0,0,3,1,0,0,0,1,0,0,0,3,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Pablo Durán,18,ESP,FW,24-189,12,0,0,0,0,1,1,0,0,6,0,0,0,0.1,0.1,0.0,0,0,3,5,60.0,0,2,0,0,ESP-La Liga,2526,18,ESP,FW,24-189,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Sergio Carreira,5,ESP,"LM,LB",25-048,90,0,0,0,0,1,0,0,0,90,3,0,0,0.0,0.0,0.0,0,0,74,81,91.4,6,60,3,1,ESP-La Liga,2526,5,ESP,"LM,LB",25-048,90,0,0,0,2,2,0,0,0,2,0,0,0,7,3,1,75.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Celta,Williot Swedberg,19,SWE,"CM,AM",21-302,12,0,0,0,0,0,0,0,0,7,1,0,1,0.0,0.0,0.0,1,0,3,5,60.0,0,2,0,0,ESP-La Liga,2526,19,SWE,"CM,AM",21-302,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Carlos Romero,22,ESP,LB,24-032,90,0,0,0,0,0,0,1,0,57,3,0,1,0.0,0.0,0.2,1,0,32,44,72.7,2,24,2,0,ESP-La Liga,2526,22,ESP,LB,24-032,90,1,0,0,1,1,0,2,0,2,0,0,0,2,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Clemens Riedel,38,GER,CB,22-134,15,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,1,4,0,0,ESP-La Liga,2526,38,GER,CB,22-134,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Edu Expósito,8,ESP,FW,29-121,15,0,1,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,2,1,4,6,66.7,0,3,0,1,ESP-La Liga,2526,8,ESP,FW,29-121,15,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Fernando Calero,5,ESP,CB,30-077,75,0,0,0,0,0,0,0,0,64,1,3,3,0.0,0.0,0.0,0,0,52,56,92.9,1,38,0,0,ESP-La Liga,2526,5,ESP,CB,30-077,75,0,0,0,1,0,0,0,3,1,0,0,0,2,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Jofre,17,ESP,RM,24-166,15,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,1,0,2,2,100.0,1,4,1,2,ESP-La Liga,2526,17,ESP,RM,24-166,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,José Salinas,12,ESP,LM,25-061,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,ESP-La Liga,2526,12,ESP,LM,25-061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Kiké,19,ESP,FW,36-005,31,1,0,0,0,1,1,0,0,15,1,0,1,0.0,0.0,0.0,0,0,5,8,62.5,1,7,0,0,ESP-La Liga,2526,19,ESP,FW,36-005,31,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,66.7,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Leandro Cabrera,6,URU,CB,34-166,90,0,0,0,0,1,1,0,0,51,0,2,1,0.2,0.2,0.0,0,0,23,43,53.5,0,21,0,1,ESP-La Liga,2526,6,URU,CB,34-166,90,0,0,0,1,0,0,0,2,0,0,0,0,1,2,5,28.6,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Marko Dmitrović,13,SRB,GK,33-310,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,21,32,65.6,0,19,0,0,ESP-La Liga,2526,13,SRB,GK,33-310,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Omar El Hilali,23,MAR,RB,22-079,90,0,0,0,0,0,0,0,0,69,4,2,0,0.0,0.0,0.0,2,0,50,60,83.3,3,35,1,0,ESP-La Liga,2526,23,MAR,RB,22-079,90,0,0,0,2,0,1,0,2,3,0,0,0,4,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Pere Milla,11,ESP,"FW,LM",33-068,75,0,0,0,0,2,0,0,0,36,1,0,1,0.1,0.1,0.0,1,0,24,31,77.4,3,13,2,2,ESP-La Liga,2526,11,ESP,"FW,LM",33-068,75,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Pol Lozano,10,ESP,CM,26-055,90,0,0,0,0,1,0,0,0,50,0,0,1,0.0,0.0,0.0,2,1,37,41,90.2,2,25,2,0,ESP-La Liga,2526,10,ESP,CM,26-055,90,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Ramón Terrats,14,ESP,LM,25-043,59,0,0,0,0,0,0,0,0,27,2,2,4,0.0,0.0,0.0,0,0,11,16,68.8,0,8,1,0,ESP-La Liga,2526,14,ESP,LM,25-043,59,0,0,0,0,1,0,3,2,2,0,0,0,3,2,1,66.7,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Roberto Férnandez,9,ESP,FW,23-150,75,0,0,0,0,1,0,0,0,16,0,0,1,0.1,0.1,0.0,1,0,3,5,60.0,0,9,0,0,ESP-La Liga,2526,9,ESP,FW,23-150,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Tyrhys Dolan,24,ENG,"RM,LM",23-337,89,0,0,0,0,0,0,0,0,32,3,0,0,0.0,0.0,0.0,3,0,20,23,87.0,4,24,4,0,ESP-La Liga,2526,24,ENG,"RM,LM",23-337,89,0,0,0,2,4,1,2,0,2,0,0,0,7,0,3,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Celta Vigo-Espanyol,Espanyol,Urko González,4,ESP,CM,24-255,90,0,0,0,0,3,0,1,0,38,0,2,1,0.1,0.1,0.0,1,0,24,31,77.4,5,26,2,1,ESP-La Liga,2526,4,ESP,CM,24-255,90,1,0,0,6,1,0,2,2,0,0,0,0,6,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Abel Ruiz,9,ESP,FW,25-306,8,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,0,ESP-La Liga,2526,9,ESP,FW,25-306,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Alejandro Francés,16,ESP,CB,23-121,19,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,1,0,2,4,50.0,0,2,0,0,ESP-La Liga,2526,16,ESP,CB,23-121,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Arnau Martinez,4,ESP,"CB,RB",22-219,90,0,0,0,0,0,0,0,0,62,5,3,2,0.0,0.0,0.0,1,0,39,46,84.8,2,30,0,0,ESP-La Liga,2526,4,ESP,"CB,RB",22-219,90,0,0,0,0,1,0,0,3,5,0,0,0,0,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Axel Witsel,20,BEL,DM,36-322,90,0,0,0,0,1,0,0,0,59,0,2,2,0.0,0.0,0.0,1,0,45,50,90.0,4,32,1,0,ESP-La Liga,2526,20,BEL,DM,36-322,90,0,0,0,1,2,0,0,2,0,0,0,0,5,2,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Azzedine Ounahi,18,MAR,AM,25-225,82,1,0,0,0,2,1,1,0,55,2,1,1,0.2,0.2,0.1,3,0,36,43,83.7,7,35,2,1,ESP-La Liga,2526,18,MAR,AM,25-225,82,1,0,0,1,3,0,1,1,2,0,0,0,3,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Bryan Gil,21,ESP,LW,24-292,71,0,0,0,0,1,0,0,0,25,0,1,0,0.0,0.0,0.0,1,0,13,15,86.7,1,19,4,0,ESP-La Liga,2526,21,ESP,LW,24-292,71,0,0,0,0,2,0,0,1,0,0,0,0,5,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Hugo Rincón,2,ESP,RB,22-307,71,0,0,0,0,0,0,0,0,52,2,0,1,0.0,0.0,0.0,2,1,34,42,81.0,4,29,3,0,ESP-La Liga,2526,2,ESP,RB,22-307,71,0,0,0,2,2,0,0,0,1,0,1,0,3,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Iván Martín,23,ESP,DM,26-289,90,0,0,0,0,0,0,0,0,58,3,1,1,0.0,0.0,0.3,2,0,45,47,95.7,1,40,1,0,ESP-La Liga,2526,23,ESP,DM,26-289,90,0,0,0,1,0,0,0,1,2,0,0,0,8,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Joel Roca,3,ESP,LW,20-176,19,0,0,0,0,2,1,0,0,6,0,0,0,0.1,0.1,0.0,1,0,4,4,100.0,0,4,2,0,ESP-La Liga,2526,3,ESP,LW,20-176,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Lancinet Kourouma,29,GUI,AM,21-245,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,ESP-La Liga,2526,29,GUI,AM,21-245,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Paulo Gazzaniga,13,ARG,GK,33-332,90,0,0,0,0,0,0,1,0,56,0,0,0,0.0,0.0,0.0,0,0,37,53,69.8,0,36,0,0,ESP-La Liga,2526,13,ARG,GK,33-332,90,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Viktor Tsyhankov,15,UKR,RW,28-015,71,0,1,0,0,2,1,0,0,41,1,0,0,0.1,0.1,0.2,2,1,25,34,73.5,4,29,4,0,ESP-La Liga,2526,15,UKR,RW,28-015,71,0,0,0,0,0,0,2,0,1,0,0,0,7,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Vitor Reis,12,BRA,CB,19-322,90,0,0,0,0,1,0,0,0,67,0,0,4,0.1,0.1,0.0,0,0,41,44,93.2,1,32,0,0,ESP-La Liga,2526,12,BRA,CB,19-322,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,42.9,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Vladyslav Vanat,19,UKR,FW,23-330,82,0,0,0,0,1,1,1,0,25,0,0,0,0.3,0.3,0.0,1,0,12,15,80.0,1,14,2,2,ESP-La Liga,2526,19,UKR,FW,23-330,82,1,0,0,1,1,0,0,0,0,0,0,0,2,2,1,66.7,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Yaser Asprilla,10,COL,RW,22-011,19,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.1,3,0,7,7,100.0,1,5,0,0,ESP-La Liga,2526,10,COL,RW,22-011,19,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Girona,Álex Moreno,24,ESP,LB,32-175,90,0,0,0,0,0,0,0,0,61,2,0,3,0.0,0.0,0.0,1,0,39,47,83.0,2,30,2,0,ESP-La Liga,2526,24,ESP,LB,32-175,90,0,0,0,1,0,0,1,0,2,0,0,0,6,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Antonio Rüdiger,22,GER,CB,32-272,90,0,0,0,0,0,0,0,0,89,4,0,1,0.0,0.0,0.0,1,0,76,82,92.7,3,71,1,0,ESP-La Liga,2526,22,GER,CB,32-272,90,0,0,0,0,0,1,1,0,2,0,0,0,9,2,1,66.7,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Arda Güler,15,TUR,RW,20-278,45,0,0,0,0,2,0,0,0,25,1,0,0,0.1,0.1,0.0,2,0,18,22,81.8,3,20,0,0,ESP-La Liga,2526,15,TUR,RW,20-278,45,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Aurélien Tchouaméni,14,FRA,"CM,DM",25-307,71,0,0,0,0,2,0,0,0,67,0,2,1,0.1,0.1,0.5,4,0,54,61,88.5,4,58,1,0,ESP-La Liga,2526,14,FRA,"CM,DM",25-307,71,0,0,0,3,1,0,1,2,0,0,0,0,8,0,2,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Eduardo Camavinga,6,FRA,"DM,CM",23-020,45,0,0,0,0,0,0,0,0,45,3,0,2,0.0,0.0,0.1,3,0,36,38,94.7,5,25,3,0,ESP-La Liga,2526,6,FRA,"DM,CM",23-020,45,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Federico Valverde,8,URU,"RM,AM,DM,RB",27-131,90,0,0,0,0,2,0,0,0,59,0,0,1,0.1,0.1,0.1,5,0,48,54,88.9,4,43,2,1,ESP-La Liga,2526,8,URU,"RM,AM,DM,RB",27-131,90,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Fran Garcia,20,ESP,LB,26-108,89,0,0,0,0,0,0,0,0,67,2,1,0,0.0,0.0,0.0,2,0,51,59,86.4,4,50,2,0,ESP-La Liga,2526,20,ESP,LB,26-108,89,0,0,0,0,1,0,6,1,2,0,0,0,4,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Gonzalo García,16,ESP,FW,21-251,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,100.0,1,1,0,0,ESP-La Liga,2526,16,ESP,FW,21-251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Jude Bellingham,5,ENG,"LM,AM,CM",22-154,90,0,0,0,0,4,0,0,0,67,3,3,0,0.1,0.1,0.1,10,1,52,56,92.9,17,50,2,0,ESP-La Liga,2526,5,ENG,"LM,AM,CM",22-154,90,0,0,0,2,1,0,1,3,2,0,0,0,10,2,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Kylian Mbappé,10,FRA,FW,26-345,90,1,0,1,1,4,0,0,0,52,0,1,0,1.0,0.2,0.5,5,0,29,38,76.3,6,38,3,3,ESP-La Liga,2526,10,FRA,FW,26-345,90,0,0,0,1,1,0,2,1,0,0,0,0,2,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Rodrygo,11,BRA,"RW,RM",24-325,19,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,1,7,1,0,ESP-La Liga,2526,11,BRA,"RW,RM",24-325,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Thibaut Courtois,1,BEL,GK,33-203,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,34,37,91.9,0,31,0,0,ESP-La Liga,2526,1,BEL,GK,33-203,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Trent Alexander-Arnold,12,ENG,RB,27-054,89,0,0,0,0,0,0,0,0,87,4,0,0,0.0,0.0,0.1,2,0,67,84,79.8,7,64,1,0,ESP-La Liga,2526,12,ENG,RB,27-054,89,0,0,0,2,0,0,10,0,3,0,0,0,2,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Vinicius Júnior,7,BRA,"LW,FW,LM",25-141,90,0,0,0,0,7,1,0,0,60,1,0,5,0.7,0.7,0.0,4,1,26,35,74.3,2,42,7,2,ESP-La Liga,2526,7,BRA,"LW,FW,LM",25-141,90,0,0,0,1,2,1,3,0,1,1,0,0,3,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Álvaro Carreras,18,ESP,LB,22-252,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,8,50.0,0,3,0,0,ESP-La Liga,2526,18,ESP,LB,22-252,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Girona-Real Madrid,Real Madrid,Éder Militão,3,BRA,CB,27-316,90,0,0,0,0,3,2,0,0,80,1,1,0,0.5,0.5,0.0,3,0,68,72,94.4,3,56,2,1,ESP-La Liga,2526,3,BRA,CB,27-316,90,0,0,0,1,2,0,0,1,0,0,0,0,8,2,3,40.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Ander Barrenetxea,7,ESP,LW,23-338,35,1,0,0,0,1,1,1,0,23,1,0,0,0.1,0.1,0.2,0,0,9,13,69.2,0,14,0,0,ESP-La Liga,2526,7,ESP,LW,23-338,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Aritz Elustondo,6,ESP,CB,31-247,90,0,0,0,0,2,1,0,0,60,2,1,0,0.2,0.2,0.0,1,0,46,52,88.5,5,37,0,0,ESP-La Liga,2526,6,ESP,CB,31-247,90,0,0,0,3,0,0,0,1,0,0,0,0,3,2,1,66.7,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Arsen Zakharyan,21,RUS,DM,22-188,14,0,0,0,0,1,0,0,0,12,1,0,1,0.0,0.0,0.1,2,0,4,10,40.0,0,5,1,0,ESP-La Liga,2526,21,RUS,DM,22-188,14,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Beñat Turrientes,8,ESP,RW,23-303,6,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,1,1,0,1,0.0,0,0,0,0,ESP-La Liga,2526,8,ESP,RW,23-303,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Brais Méndez,23,ESP,AM,28-327,83,0,0,0,0,5,1,0,0,90,3,1,0,0.1,0.1,0.1,4,0,63,78,80.8,13,65,2,0,ESP-La Liga,2526,23,ESP,AM,28-327,83,0,0,0,2,3,1,5,1,1,0,0,0,7,1,0,100.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Carlos Soler,18,ESP,DM,28-332,76,1,0,0,0,1,1,0,0,51,0,0,2,0.1,0.1,0.0,1,0,36,43,83.7,7,31,2,0,ESP-La Liga,2526,18,ESP,DM,28-332,76,0,0,0,2,1,0,4,0,0,0,0,0,5,1,2,33.3,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Gonçalo Guedes,11,POR,"LW,FW",29-001,76,0,0,0,0,2,2,0,0,31,1,0,2,0.1,0.1,0.0,2,0,11,18,61.1,1,17,3,3,ESP-La Liga,2526,11,POR,"LW,FW",29-001,76,0,0,0,1,3,0,2,0,1,0,0,0,2,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Gorka Carrera,42,ESP,FW,20-199,14,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,2,2,100.0,0,2,0,0,ESP-La Liga,2526,42,ESP,FW,20-199,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,2025-11-30
ESP-La Liga,2526,2025-11-30 Real Sociedad-Villarreal,Real Sociedad,Jon Aramburu,2,VEN,RB,23-130,90,0,0,0,0,0,0,0,0,95,3,1,3,0.0,0.0,0.0,2,0,63,80,78.8,6,53,0,0,ESP-La Liga,2526,2,VEN,RB,23-130,90,0,0,0,1,3,0,1,1,0,0,0,0,5,2,0,100.0,2025-11-30
